branch_id,date,revenue,operational_cost,profit
93,2024-03-29,578062.72,35293.79,194401.92
64,2024-08-12,240548.47,115833.6,29140.02
74,2024-10-25,455971.96,2386.61,342997.53
69,2024-10-23,998237.79,131037.48,129239.28
44,2024-10-13,382012.99,102858.22,9853.04
75,2024-09-26,113205.44,49649.74,457524.01
86,2024-10-25,105689.04,141059.49,415544.92
32,2024-06-15,425679.3,285404.31,274924.55
9,2024-01-31,964303.76,341171.26,477762.55
58,2024-09-13,558596.06,10882.86,149314.12
35,2024-08-12,732563.65,435399.0,220065.62
46,2024-07-15,461589.61,473352.56,25747.02
66,2024-03-07,358419.07,239251.65,199632.55
8,2024-03-11,14020.66,482941.03,236397.38
13,2024-07-20,17665.55,356827.63,362108.96
87,2024-12-11,146978.48,268089.9,475186.44
100,2024-07-20,598981.72,243347.21,381370.66
21,2024-12-12,840608.72,269442.24,417807.73
86,2024-01-04,810329.65,128846.96,387536.81
64,2024-11-23,433944.7,420464.05,54346.94
72,2024-05-04,191358.65,451207.42,211567.25
77,2024-09-19,565007.72,9177.81,320235.01
39,2024-04-17,671829.08,437178.67,60707.32
75,2024-07-30,170555.73,192021.17,80938.97
17,2024-04-19,504042.35,60120.32,106561.38
33,2024-12-16,842737.45,151814.95,444425.92
9,2024-10-28,541414.73,215409.43,241403.05
95,2024-06-21,953710.31,49762.47,297744.8
74,2024-05-09,545124.66,65076.32,387515.44
38,2024-06-19,348671.93,215758.74,70484.2
46,2024-05-24,681546.21,331320.27,203614.72
76,2024-11-10,141486.83,107683.61,229905.11
66,2024-11-19,518029.06,465135.28,8510.66
17,2024-01-02,521090.42,46515.13,172892.68
54,2024-05-30,233262.41,449727.19,24324.21
18,2024-01-06,77480.57,271830.46,48923.62
79,2024-10-10,681427.61,399724.22,286984.66
51,2024-09-12,369757.73,360613.6,106868.11
81,2024-02-21,886154.7,366558.17,325587.13
80,2024-05-20,746842.46,480328.23,332446.49
81,2024-11-21,574459.45,50393.82,168727.03
18,2024-12-16,536699.76,246840.75,108407.15
48,2024-08-21,252326.44,333397.86,394260.04
19,2024-10-18,627271.65,241842.94,75076.47
97,2024-10-24,956574.24,239453.63,470463.48
17,2024-03-26,582754.96,347539.45,331114.66
99,2024-05-09,955079.4,173323.91,58636.11
59,2024-09-21,839648.82,144642.65,488945.28
68,2024-11-24,105499.61,431319.72,87392.66
18,2024-09-22,462228.84,287614.47,269123.89
97,2024-11-25,651756.59,152873.45,315609.3
72,2024-01-16,262008.32,227380.38,137945.78
64,2024-03-26,749449.78,118394.17,376870.16
87,2024-09-06,865719.28,444103.18,40360.06
8,2024-10-25,217642.01,377580.05,282914.38
87,2024-05-05,607579.65,134702.47,455062.81
54,2024-06-01,741763.83,19372.17,13605.17
33,2024-02-27,339631.41,89659.37,243094.13
2,2024-01-25,863001.79,453715.77,35882.5
30,2024-08-04,15861.75,257953.38,145489.03
5,2024-02-15,64414.43,125891.86,394355.43
71,2024-05-08,853776.85,309732.57,120851.06
24,2024-12-01,573404.84,119406.62,215357.47
41,2024-02-23,427340.41,168951.69,422432.72
29,2024-03-24,118345.34,352879.6,390235.11
61,2024-10-15,451708.52,55932.67,271639.41
47,2024-08-22,208074.36,463553.96,359848.75
62,2024-06-17,139063.02,101165.25,241828.24
95,2024-03-14,869927.21,398351.46,427946.87
71,2024-07-05,274797.6,130254.91,53795.07
81,2024-09-21,721537.98,488800.05,410912.33
35,2024-02-28,172764.74,111214.49,114244.04
99,2024-10-06,695040.47,15940.22,320678.62
9,2024-08-11,207652.34,103869.4,37122.55
17,2024-03-06,576373.87,72980.98,310477.81
10,2024-06-18,746020.48,308545.61,431446.53
87,2024-01-25,521075.84,445071.24,44979.69
70,2024-08-01,889705.07,294113.27,172382.49
3,2024-03-05,674203.26,289645.31,80454.81
19,2024-09-30,426806.56,98008.74,72054.83
59,2024-09-13,671159.99,224888.41,463099.4
21,2024-06-07,509516.91,226989.78,396269.48
45,2024-04-26,614340.23,335482.15,380402.21
67,2024-02-02,19550.64,16695.59,295077.33
54,2024-01-03,36377.16,222582.74,283707.45
32,2024-07-29,381048.76,416011.24,351615.19
34,2024-01-22,127582.22,382283.63,418931.03
31,2024-04-21,824682.1,326673.53,199720.48
86,2024-03-17,52722.23,496220.2,255782.82
90,2024-11-02,617611.64,22027.49,461745.19
33,2024-09-28,978178.45,218548.57,32706.85
27,2024-06-23,805111.05,206132.63,179011.74
68,2024-02-03,514074.87,210487.84,259077.35
37,2024-08-10,945390.79,338005.42,21437.82
4,2024-09-24,971603.67,180190.12,475138.02
10,2024-01-17,520300.2,199977.8,12396.69
10,2024-11-01,536034.4,134574.58,463962.71
15,2024-06-26,87276.2,61337.31,431924.85
91,2024-10-28,452926.24,249714.87,193315.77
22,2024-03-19,423984.25,495299.64,42237.95
28,2024-05-08,313595.84,289579.5,264686.35
49,2024-04-26,655158.71,223604.85,480073.25
61,2024-07-13,268392.34,393209.21,454205.71
24,2024-08-21,434987.97,462447.74,287402.11
33,2024-04-06,218209.83,102974.65,75421.75
55,2024-06-03,192332.22,395798.11,328601.67
76,2024-08-03,357090.79,94010.37,244333.08
47,2024-12-08,976982.7,254724.99,185813.59
10,2024-01-04,392547.57,156094.26,235848.82
58,2024-08-22,155052.19,423506.16,170377.87
71,2024-09-18,419828.86,393646.34,71053.17
84,2024-12-15,48328.17,66389.04,304523.91
17,2024-01-10,51925.04,359441.89,243717.65
54,2024-04-06,802451.73,407420.39,220250.05
92,2024-07-20,44748.48,172473.58,359378.44
33,2024-08-02,498682.63,266870.1,325888.34
42,2024-06-26,820567.38,387185.25,271288.91
99,2024-06-06,184106.46,186756.64,41137.25
16,2024-05-02,140225.65,313452.42,352929.77
88,2024-05-09,78219.51,152964.39,80822.51
36,2024-07-05,915753.39,350286.73,395732.49
32,2024-05-08,888721.95,221817.02,262077.21
49,2024-02-02,694821.09,402876.24,80575.58
41,2024-06-10,78933.09,259706.62,118522.42
51,2024-04-04,754089.61,242199.79,60734.81
85,2024-07-16,822170.96,195298.07,289083.67
77,2024-04-24,600003.76,343580.74,286598.85
50,2024-10-18,348140.28,464054.31,368904.05
92,2024-02-09,87629.6,173029.05,6099.47
52,2024-10-02,588275.22,289127.58,193196.32
99,2024-06-30,205576.44,222711.76,497867.57
77,2024-06-24,58254.8,109090.32,196714.63
14,2024-07-18,245171.59,6434.68,489283.69
49,2024-04-21,299447.3,269517.04,346707.13
72,2024-10-23,31884.42,247128.68,197391.85
25,2024-05-26,555827.01,456234.69,293275.87
26,2024-09-09,178410.66,113118.65,242214.56
86,2024-09-19,194135.24,17437.44,170237.82
52,2024-10-29,905191.43,338423.77,298285.84
6,2024-11-12,630255.23,132322.86,251539.57
29,2024-07-29,448936.16,365831.54,184159.86
92,2024-02-17,838781.34,70463.38,293796.27
38,2024-12-08,902345.94,424829.9,221767.08
68,2024-04-19,619508.54,187707.73,138994.05
46,2024-02-24,21076.47,144224.29,100940.09
73,2024-01-13,820328.36,180036.27,246064.18
33,2024-01-19,955903.46,426203.91,224878.57
77,2024-04-01,639910.85,492883.0,161737.85
51,2024-07-19,943348.08,83816.2,77314.07
80,2024-10-03,134045.68,295299.96,191808.44
74,2024-03-28,351001.51,176846.27,290966.29
43,2024-09-26,801657.27,168824.62,98718.58
100,2024-04-03,630513.25,50217.4,499690.52
43,2024-04-24,931911.16,296849.49,492530.55
52,2024-12-12,180478.48,106705.6,84508.14
16,2024-09-15,483264.45,449906.1,467850.37
89,2024-06-10,147130.68,71956.84,466101.17
29,2024-09-06,319859.45,488912.05,400733.45
2,2024-01-16,995152.96,157060.51,79537.35
75,2024-09-30,610506.09,254284.8,109764.94
87,2024-04-28,157139.83,400308.48,477592.94
44,2024-07-22,891841.14,318245.62,441064.84
16,2024-02-10,704927.74,395209.74,112125.25
20,2024-08-01,21623.34,441628.97,465529.79
45,2024-11-18,677542.32,75069.51,103792.55
77,2024-07-28,596035.22,100526.36,398710.07
56,2024-05-01,25033.65,432008.75,109649.7
94,2024-06-13,650735.88,233063.46,394846.69
17,2024-06-24,395996.03,231453.8,230674.83
3,2024-09-20,535410.67,189441.86,315513.73
9,2024-03-02,768060.38,189799.64,428768.44
45,2024-06-18,136582.4,196086.03,64928.29
97,2024-10-12,462195.82,381586.77,181553.56
59,2024-04-18,826381.03,453927.03,375005.89
38,2024-09-30,899731.81,283577.49,114559.63
30,2024-11-21,807256.93,298981.71,142334.19
87,2024-03-16,253346.13,333100.98,446156.12
88,2024-12-16,999997.15,417913.27,486158.53
62,2024-01-11,760255.19,367441.2,390291.04
89,2024-06-26,667388.07,269549.49,280835.87
1,2024-03-12,155203.14,265173.75,384462.63
50,2024-10-31,627586.74,169833.26,414947.32
86,2024-06-07,192071.89,381995.32,498882.85
54,2024-07-11,225603.46,142311.99,408051.05
58,2024-07-28,160976.8,472406.75,125493.26
73,2024-03-21,729400.45,408029.75,291601.78
53,2024-10-13,489382.79,365685.37,44723.41
59,2024-07-22,663269.64,407877.38,324088.53
97,2024-05-18,225090.4,278716.42,218327.19
56,2024-02-24,999060.57,479298.15,317340.77
87,2024-09-14,459809.2,127296.33,201205.19
51,2024-04-15,492628.33,59737.4,172806.89
14,2024-08-25,250673.76,467107.64,273293.02
70,2024-11-12,825378.92,260500.87,289405.53
99,2024-08-23,989751.37,350828.81,494211.53
30,2024-11-09,355556.56,349122.02,305263.41
77,2024-05-13,502138.65,322017.71,191048.54
57,2024-04-01,953651.71,424867.35,129442.03
88,2024-04-16,691826.1,47118.93,265921.29
73,2024-12-04,979058.35,245209.76,151890.76
30,2024-06-11,576851.55,464554.08,491044.71
85,2024-05-03,469918.91,109909.74,458360.64
45,2024-09-06,607845.6,232142.19,214372.97
23,2024-03-14,291713.3,414917.64,273376.86
71,2024-07-23,829132.08,96353.14,223415.37
34,2024-12-15,821596.93,61542.68,27959.86
82,2024-10-16,808547.63,377425.83,223474.39
51,2024-08-11,564030.34,43453.36,182761.27
68,2024-10-23,376263.15,40667.12,464954.92
98,2024-09-26,431337.39,485124.75,185574.37
70,2024-11-07,870683.56,27573.64,278860.26
5,2024-05-28,793978.59,163455.97,435228.59
97,2024-01-27,804889.88,296715.79,471002.33
71,2024-06-18,249696.72,347519.41,208583.22
9,2024-09-07,887569.86,145178.45,42202.99
35,2024-10-09,636421.45,135220.6,153898.67
43,2024-12-05,45794.43,301932.15,149922.07
29,2024-11-19,866711.94,366787.69,489550.22
42,2024-08-17,594277.74,54134.06,344261.71
21,2024-01-05,569075.5,311715.59,77706.57
8,2024-05-19,550633.32,287942.87,297766.84
54,2024-08-23,773586.62,326064.36,143255.34
46,2024-09-13,670585.79,77954.96,286969.42
98,2024-07-19,566598.99,224891.14,454378.67
93,2024-07-27,318714.33,402068.07,120908.18
46,2024-01-13,129737.2,392866.75,215161.02
43,2024-07-14,105713.78,394792.72,222241.08
92,2024-06-18,834550.94,440563.24,268882.34
37,2024-02-11,313637.26,225170.94,397688.63
65,2024-05-04,920295.67,40767.7,200418.5
69,2024-03-12,105559.14,89708.95,335341.61
19,2024-06-17,852247.1,156438.15,172943.58
1,2024-04-22,983394.44,42724.31,93837.46
14,2024-12-11,224067.54,84642.98,72671.65
52,2024-06-28,802064.8,28527.27,458448.24
51,2024-11-30,281981.83,2076.05,355931.5
21,2024-11-16,576607.81,153397.3,55598.16
87,2024-10-11,698952.98,36184.98,425278.88
75,2024-03-25,135848.61,8425.64,418637.6
13,2024-12-11,97472.51,203876.08,327906.13
75,2024-05-26,666736.64,452845.17,366110.01
36,2024-03-12,466663.18,449215.6,241281.89
3,2024-08-12,799270.18,167228.6,330125.54
22,2024-05-06,404258.39,471947.8,496464.36
59,2024-03-27,515670.26,369912.96,261966.84
73,2024-08-02,967158.3,95915.94,7062.66
8,2024-12-14,827753.98,243818.3,385840.02
89,2024-05-19,414129.41,496797.83,237440.91
37,2024-08-30,246963.32,499361.21,406626.14
64,2024-04-21,338093.0,326195.92,188384.59
27,2024-03-02,485484.05,112303.5,279026.68
22,2024-03-18,868766.79,272131.54,163287.98
71,2024-09-14,522367.9,140230.55,121602.72
31,2024-06-25,670820.24,426632.54,415241.39
79,2024-09-12,20601.23,136295.48,16623.35
7,2024-12-01,625344.22,45567.03,490233.63
80,2024-08-02,895816.31,364099.66,199912.54
75,2024-07-17,773401.08,137803.48,142217.19
61,2024-07-15,54312.54,273211.19,46060.38
24,2024-10-19,511193.6,29861.14,13514.68
74,2024-08-03,640205.46,242847.5,12455.5
4,2024-09-24,632610.52,213428.48,104580.38
80,2024-10-01,717326.72,372977.25,229354.2
51,2024-01-02,164282.01,298379.44,113422.93
80,2024-02-09,354454.8,269196.84,211246.88
52,2024-05-31,241950.71,348483.01,399627.13
89,2024-05-13,938635.41,214842.76,244214.95
37,2024-06-23,687972.1,459709.66,259033.85
97,2024-07-04,782327.49,147568.99,489693.65
85,2024-07-29,830671.38,438274.08,85332.43
5,2024-10-15,141166.4,230627.03,374505.06
14,2024-04-27,55544.7,54852.9,149877.4
5,2024-04-03,260423.73,172645.25,402755.43
5,2024-10-23,513611.6,143156.87,461879.66
66,2024-03-27,311297.48,22845.41,46987.54
87,2024-01-30,549275.8,81944.78,177466.59
19,2024-10-21,965610.33,435328.71,291290.85
46,2024-11-26,197164.51,361317.2,40238.23
3,2024-05-29,72376.6,21093.34,106957.86
63,2024-08-24,458929.27,12306.61,216335.78
99,2024-02-21,805561.05,386328.77,85768.98
22,2024-04-25,880804.54,341661.99,222519.88
23,2024-01-14,183723.92,444089.54,265958.14
91,2024-12-05,765967.12,372237.02,331181.64
80,2024-03-13,209529.46,226395.75,424654.83
11,2024-05-28,755124.94,40185.64,34993.56
85,2024-09-11,53243.44,29032.57,117452.67
55,2024-07-04,897044.93,3066.03,447591.49
45,2024-09-19,351683.52,241286.95,157629.85
89,2024-07-22,453939.01,121453.29,389673.79
76,2024-11-25,139785.13,418236.13,161897.06
60,2024-09-10,140318.05,68767.33,55414.4
70,2024-07-02,329831.84,96369.84,29406.82
62,2024-12-01,603586.82,350416.33,203359.47
36,2024-05-12,46207.19,405316.21,331210.38
86,2024-10-29,614498.27,491247.41,483472.86
59,2024-04-15,796226.59,161220.34,32895.99
15,2024-11-06,120976.91,462115.9,215117.8
64,2024-01-09,324033.49,365651.42,64988.78
47,2024-02-15,751404.01,60129.89,144360.47
91,2024-04-03,499769.66,272940.37,163636.45
39,2024-05-15,509558.66,466746.82,116983.4
82,2024-04-02,102217.34,339161.55,181952.15
28,2024-08-07,641621.3,271999.73,319451.58
9,2024-04-13,23565.38,497343.98,391453.33
50,2024-05-09,668363.78,436584.65,414106.41
64,2024-10-28,357936.35,90713.1,234554.41
87,2024-09-26,685645.49,174593.97,202183.03
65,2024-07-07,344230.71,415820.96,120656.22
39,2024-03-27,940038.96,397638.92,403079.32
65,2024-04-22,565731.51,276940.63,391510.68
17,2024-09-06,267514.42,205506.85,246769.41
73,2024-06-20,943462.71,67288.37,299012.49
88,2024-08-15,745493.98,279967.0,104582.54
50,2024-07-30,480839.0,484580.87,70531.49
38,2024-10-04,496726.26,101073.94,119371.3
82,2024-05-03,331640.85,390399.91,91445.45
31,2024-10-09,849360.06,237181.52,295586.48
67,2024-02-10,678666.14,201392.92,450751.52
46,2024-01-15,778701.23,7982.26,229808.7
16,2024-04-01,657776.0,481286.61,135274.58
40,2024-03-11,288971.09,213861.18,236195.61
23,2024-05-03,853766.41,432989.46,456466.68
29,2024-07-11,423927.46,377264.13,89331.1
27,2024-10-09,655570.29,58952.74,206652.22
91,2024-09-16,524676.11,36865.68,444104.91
97,2024-06-26,34073.4,423604.15,169865.31
96,2024-06-06,193169.42,28009.43,24011.54
14,2024-10-02,552420.59,459759.39,403011.91
82,2024-11-22,738400.6,22327.88,371460.13
72,2024-06-07,17318.98,3749.91,359372.01
61,2024-03-11,71107.67,171537.14,154742.7
33,2024-07-27,258985.03,152737.44,160208.48
28,2024-06-20,151099.19,226385.25,140196.13
43,2024-06-03,297804.34,112089.07,327507.15
91,2024-04-07,199846.04,58731.05,52805.24
7,2024-01-23,751458.33,153692.26,230498.69
47,2024-11-09,628870.53,369399.14,161338.52
95,2024-10-26,399455.01,110921.07,457606.98
16,2024-11-17,592448.25,490193.25,79870.53
38,2024-10-26,831780.59,318066.19,146815.94
90,2024-07-30,737916.74,23992.2,393122.11
9,2024-07-25,766095.29,28202.29,341710.14
5,2024-02-08,222364.0,301855.8,376066.68
19,2024-03-27,964071.35,429673.28,298481.74
34,2024-06-02,710359.65,350989.08,357457.93
78,2024-07-04,255881.52,31231.47,41729.53
86,2024-10-03,240941.6,390088.26,325446.87
40,2024-06-11,816428.3,357575.9,85975.01
80,2024-11-04,127230.7,330549.91,235124.39
94,2024-03-19,526867.96,169091.74,60836.89
36,2024-03-09,680441.08,51146.88,175157.84
49,2024-03-21,484108.44,137557.36,180041.09
14,2024-10-23,899018.83,310743.88,132253.9
60,2024-12-04,548157.0,216464.52,69616.66
62,2024-07-20,601287.4,46341.27,184749.41
86,2024-03-03,32518.55,58580.33,43840.59
15,2024-03-15,545620.61,120350.26,99114.36
5,2024-03-22,701974.7,372844.72,26602.16
55,2024-05-01,206434.17,265913.17,431181.83
98,2024-07-09,402315.61,387082.73,177182.85
98,2024-05-17,158923.16,248512.22,64330.42
86,2024-10-05,485920.61,389094.65,33715.8
87,2024-02-07,29400.77,42008.28,496803.14
80,2024-11-03,954980.72,54271.16,205675.3
71,2024-03-13,801304.64,326770.39,466583.11
61,2024-01-19,66887.32,327878.89,418898.52
36,2024-01-06,808622.58,264527.57,74739.32
4,2024-03-03,510914.0,23881.54,405371.39
14,2024-04-24,486728.75,373351.0,442888.52
66,2024-05-15,253075.25,37878.39,191508.09
16,2024-01-11,400923.48,302422.86,114248.62
79,2024-01-05,866035.37,222469.91,400584.86
21,2024-09-06,107422.81,405155.53,294977.2
78,2024-08-17,782837.91,411029.94,427793.51
76,2024-09-13,146490.34,228190.8,457518.21
69,2024-07-19,215805.87,83829.23,306548.51
52,2024-02-22,531199.96,150810.97,350413.58
11,2024-04-13,553448.43,328112.47,74510.07
61,2024-12-14,310059.47,449817.28,14887.44
31,2024-05-14,535103.24,360754.49,86764.07
22,2024-04-27,944090.95,14727.22,136525.53
38,2024-02-19,6269.5,325541.39,363557.36
60,2024-06-16,592127.27,374038.17,438328.87
58,2024-05-09,898773.83,202227.64,258323.2
64,2024-06-22,606699.88,113153.62,385402.51
94,2024-11-14,660565.01,41232.36,394556.86
64,2024-09-28,458541.91,463393.06,6369.81
34,2024-11-23,681725.83,154505.6,404603.98
70,2024-03-03,201566.13,435096.16,247192.27
13,2024-09-24,114176.08,459215.7,273774.86
59,2024-03-12,581338.88,239271.22,72050.45
3,2024-04-19,250237.17,313305.64,375421.45
33,2024-05-09,958058.55,353246.92,160878.0
93,2024-01-19,924358.91,218969.15,387124.93
78,2024-08-31,945574.44,164865.73,83817.22
98,2024-07-14,86614.11,211877.5,392939.62
61,2024-08-18,263483.35,386865.53,124313.83
80,2024-05-14,598887.95,493152.35,423500.36
32,2024-06-05,984283.86,107275.72,144551.11
87,2024-06-30,468466.4,389935.52,150407.42
63,2024-10-04,879208.82,422447.19,62235.99
66,2024-10-10,960619.85,194570.54,161892.44
91,2024-08-08,203312.93,72235.11,189956.87
96,2024-08-16,594314.52,47642.05,402892.7
58,2024-02-23,708086.18,180826.75,63538.83
56,2024-09-30,765734.96,480514.83,67678.13
25,2024-04-06,773138.65,496910.52,78513.02
57,2024-06-27,407910.32,308508.65,95321.04
69,2024-02-11,26746.97,114335.83,94668.71
78,2024-03-11,195389.03,118142.3,354916.39
26,2024-11-19,465199.52,388103.05,464917.06
60,2024-07-22,724937.02,248905.89,273796.03
36,2024-07-28,785031.91,469927.52,433997.86
78,2024-05-21,695158.34,74026.01,281662.8
42,2024-03-31,393139.43,219253.61,77901.96
49,2024-05-28,348515.63,139627.61,484393.63
78,2024-05-01,870663.58,303790.77,113887.52
69,2024-07-04,626197.89,204735.42,478510.32
18,2024-04-26,440729.81,288985.48,118769.29
82,2024-10-02,486007.03,209272.47,394653.09
85,2024-11-04,237349.34,456668.11,325851.01
27,2024-11-04,816038.09,211159.37,200576.49
76,2024-01-21,401467.77,143133.01,206119.82
82,2024-11-19,496927.44,116962.31,255728.24
30,2024-03-10,113763.79,242037.85,142122.9
17,2024-11-14,951878.2,269157.73,374268.08
40,2024-10-02,982643.72,202886.05,391507.9
65,2024-04-17,267550.65,55749.25,71561.93
58,2024-02-22,360275.87,421023.43,365574.49
39,2024-11-17,238898.81,209087.27,232636.33
53,2024-12-13,722096.82,404344.58,204557.26
82,2024-12-10,233381.48,203427.64,110329.79
61,2024-10-26,612793.44,308884.12,177117.25
17,2024-04-02,481474.54,174977.92,203403.98
2,2024-01-14,990295.88,292788.44,97078.22
86,2024-08-07,729870.37,412119.72,190729.0
87,2024-07-20,260326.78,461559.22,295802.15
92,2024-08-11,878420.47,49445.15,470223.71
1,2024-03-01,409809.74,315579.72,322833.96
10,2024-06-27,923127.41,229391.68,57294.29
62,2024-10-24,218334.84,421191.9,269395.28
66,2024-04-01,137577.72,239251.39,416512.68
38,2024-08-23,342528.99,145588.45,40364.19
61,2024-04-02,328877.38,113590.91,25264.36
19,2024-02-24,26811.8,253315.13,238026.29
28,2024-01-26,232212.46,254819.62,328155.67
55,2024-04-18,948016.62,234642.92,183342.11
20,2024-06-07,949777.6,222745.8,108269.63
81,2024-02-08,92615.22,17111.39,299513.16
33,2024-01-29,296988.53,244419.83,164346.14
54,2024-06-19,85903.06,434199.12,334288.3
18,2024-03-25,876461.67,305110.34,298463.04
16,2024-02-20,722545.01,365343.29,51754.71
81,2024-09-24,664676.96,301508.14,471665.0
89,2024-03-31,891113.52,433207.04,444733.97
57,2024-02-07,653747.19,126290.38,488095.51
44,2024-02-22,602912.53,300419.84,348154.63
31,2024-06-25,987921.63,4282.3,337458.49
72,2024-10-13,308223.06,471916.12,139250.58
52,2024-11-01,643640.14,66053.39,98938.96
79,2024-01-07,672639.33,52950.14,382501.46
54,2024-07-10,396310.1,275083.8,367910.98
78,2024-12-06,103155.6,70555.24,148220.7
61,2024-07-25,421494.32,303892.37,277053.38
96,2024-07-22,492091.48,384126.61,293690.13
8,2024-09-24,537866.21,334705.18,321388.11
28,2024-11-07,343734.39,270762.02,499873.43
80,2024-07-01,47618.69,160474.51,396824.14
34,2024-01-26,588037.47,392216.73,409143.59
40,2024-03-12,944550.36,404465.76,286419.6
90,2024-07-02,316552.15,327611.41,427234.5
33,2024-07-12,977641.14,351010.24,253262.64
80,2024-07-21,327207.76,217574.62,184296.94
82,2024-04-26,735114.83,364014.21,210597.64
46,2024-10-13,728299.35,374761.72,83544.33
33,2024-03-26,677929.48,438467.59,392048.16
35,2024-07-23,646866.78,86301.28,312339.55
13,2024-07-24,997246.19,77005.29,350562.02
34,2024-07-10,653433.98,16941.92,59177.84
82,2024-11-21,893817.68,407497.63,348577.68
81,2024-05-04,767588.45,315431.18,99175.75
21,2024-01-30,585150.73,493917.9,115485.9
90,2024-03-16,906512.64,485842.19,103287.46
31,2024-03-07,944267.83,332190.91,254457.03
70,2024-12-08,743521.89,244381.98,335385.0
41,2024-03-10,646693.27,185039.46,148610.08
56,2024-01-19,439485.73,29223.54,162799.82
10,2024-10-15,786011.14,228158.67,238057.3
17,2024-07-12,878283.75,178745.76,324568.54
53,2024-03-23,27697.16,116688.61,159746.42
59,2024-03-18,279397.79,195231.96,375543.47
86,2024-03-11,644114.04,139069.0,311279.89
42,2024-01-11,162766.85,242991.22,320874.05
73,2024-03-29,598231.23,262938.65,325365.1
46,2024-08-16,478870.54,384987.11,275655.63
3,2024-02-10,219344.05,66509.73,279510.79
67,2024-10-24,625900.47,423080.21,399514.28
22,2024-06-02,594568.04,22440.08,166790.9
79,2024-01-23,945014.4,333288.9,410935.15
22,2024-10-14,922903.87,55133.11,309134.31
79,2024-06-25,221201.05,474657.9,73121.0
25,2024-01-22,114392.86,426313.26,19895.28
94,2024-07-03,723255.05,169193.36,202413.37
22,2024-06-05,655171.3,351438.35,358337.71
12,2024-09-16,272976.85,152258.87,352424.49
4,2024-08-29,366322.64,51810.42,22285.44
56,2024-05-23,303974.15,109872.49,351945.35
46,2024-10-27,128903.31,123448.83,171967.26
11,2024-03-26,316527.14,168530.17,438104.26
1,2024-07-13,315281.07,132999.41,462144.9
70,2024-06-18,627946.95,360942.7,93899.46
6,2024-04-16,46170.52,426540.6,18929.07
7,2024-10-22,420874.7,91322.28,233182.66
29,2024-05-16,642300.17,135873.67,21586.87
14,2024-01-07,987526.73,124326.87,482911.45
99,2024-06-28,549931.21,392546.97,435860.19
27,2024-02-07,381038.57,97257.16,136311.17
25,2024-01-29,268101.46,352212.84,44699.51
100,2024-06-26,964094.92,63232.74,116445.61
95,2024-01-14,7526.88,145894.7,453567.72
43,2024-04-13,308130.33,101996.17,107315.01
53,2024-07-04,265679.13,412929.64,318448.7
18,2024-04-17,47557.83,263021.7,118246.34
6,2024-04-15,284940.54,33683.84,116779.55
49,2024-09-03,931584.6,3006.61,384612.09
42,2024-12-15,397858.32,239390.27,277264.91
6,2024-05-13,284825.55,492851.45,133188.86
59,2024-05-01,755171.39,326235.87,25120.59
19,2024-11-16,532849.35,426273.81,53471.24
45,2024-05-22,467166.71,90791.37,372159.44
45,2024-11-17,465296.3,419008.85,268372.24
60,2024-02-08,814927.55,178355.64,127006.74
23,2024-04-27,798893.96,172120.52,61778.59
69,2024-02-19,980279.13,134832.02,422432.66
57,2024-11-13,980156.68,437327.57,191116.43
9,2024-01-22,881499.56,384203.37,411507.62
64,2024-04-22,911004.45,121012.06,210985.62
56,2024-12-16,150460.31,186685.7,399272.67
53,2024-01-09,580201.7,270459.92,479174.21
35,2024-05-27,974487.03,481521.59,81519.56
70,2024-06-27,605581.1,335665.94,259657.0
93,2024-03-21,448163.17,13945.99,419174.32
82,2024-07-19,927586.76,97515.63,70431.06
23,2024-07-06,117382.86,496068.93,215518.42
73,2024-10-05,400374.17,32161.78,48718.61
62,2024-04-17,474041.92,253632.55,405430.69
45,2024-12-01,485932.54,56279.59,147252.31
56,2024-02-11,451583.61,430766.58,374605.98
64,2024-01-16,294824.62,305622.87,247128.13
70,2024-07-26,274997.21,451338.42,132898.98
54,2024-01-08,828574.55,128636.97,347129.18
40,2024-05-26,859557.71,50165.67,41638.54
63,2024-08-29,967257.42,232013.07,207694.57
89,2024-09-21,525701.98,176010.06,495583.99
52,2024-11-02,414052.92,371346.04,48082.47
50,2024-05-08,80302.65,16886.55,202364.07
23,2024-09-20,39797.72,115688.12,448224.75
10,2024-09-17,510795.9,253279.43,158291.11
13,2024-09-16,35286.67,205949.75,9532.68
15,2024-04-03,131030.55,35208.31,132806.55
11,2024-08-04,997634.63,207868.23,166647.54
67,2024-08-03,983475.52,230323.42,333286.08
94,2024-07-17,977689.07,330857.68,187077.14
73,2024-07-26,212644.91,160731.85,453029.07
63,2024-08-20,894770.14,104348.24,261281.13
51,2024-05-16,473751.13,127916.17,251159.72
80,2024-09-04,138393.67,179582.71,306947.91
55,2024-02-04,244199.93,268312.68,420049.78
49,2024-05-16,354693.11,454659.18,223961.94
22,2024-01-05,223591.85,396722.64,413830.69
21,2024-11-18,128047.56,470811.97,230430.14
20,2024-02-12,26943.22,342330.14,354948.01
82,2024-02-29,887319.18,181411.21,398075.44
9,2024-01-25,802221.18,294465.17,471646.84
69,2024-05-28,453709.94,21960.75,204262.44
99,2024-05-21,365808.4,186678.82,165131.95
22,2024-09-14,384874.7,132372.94,369922.28
2,2024-09-27,942675.14,161686.95,488388.46
71,2024-11-29,163663.67,297352.37,415036.26
100,2024-02-16,503554.85,84444.34,368583.71
72,2024-02-01,766010.36,455300.47,179387.2
