client_id,total_loan_amount,average_loan_amount
43632,146071.29,146071.29
43641,233091.37,233091.37
43707,186147.87,186147.87
43713,314601.66,314601.66
43735,437789.84,437789.84
43748,150906.18,150906.18
43753,68120.24,68120.24
43758,64415.04,64415.04
43773,245133.61,245133.61
43807,87793.57,87793.57
43816,459927.15,459927.15
43819,399090.48,399090.48
43837,214482.59,214482.59
43859,454436.8,454436.8
43871,416454.02,416454.02
43886,864563.17,432281.585
43907,156087.55,156087.55
43925,39595.48,39595.48
43929,349825.38,349825.38
43938,307682.36,307682.36
43961,236494.78,236494.78
43962,355695.44,355695.44
44044,403992.07,403992.07
44051,306420.91,306420.91
44056,134916.74,134916.74
44061,306081.65,306081.65
44067,316386.34,316386.34
44086,9731.22,9731.22
44188,29094.23,29094.23
44198,56438.69,56438.69
44200,99395.84,99395.84
44207,167262.08,167262.08
44257,347492.83,347492.83
44283,155954.84,155954.84
44299,290971.74,290971.74
44306,476668.5,476668.5
44331,187011.54,187011.54
44392,69914.29,69914.29
44407,267338.79,267338.79
44465,81432.34,81432.34
44494,378413.01,378413.01
44501,443337.47,443337.47
44509,13921.06,13921.06
44553,213282.76,213282.76
44583,148577.3,148577.3
44588,362484.0,362484.0
44633,275913.02,275913.02
44685,101253.56,101253.56
44722,465383.71,465383.71
44772,400441.71,400441.71
44783,241725.39,241725.39
44786,23150.12,23150.12
44816,347829.42,347829.42
44817,474117.56,474117.56
44844,88862.62,88862.62
44871,235980.66,235980.66
44964,395056.47,395056.47
44995,408789.69,408789.69
45014,114521.72,114521.72
45059,320217.13,320217.13
45115,423819.62,423819.62
45146,258283.81,258283.81
45164,76571.19,76571.19
45204,403507.62,201753.81
45261,176438.85,176438.85
45296,259827.39,259827.39
45347,375947.76,187973.88
45388,392550.1,392550.1
45391,196789.22,196789.22
45418,477170.63,477170.63
45426,311150.3,311150.3
45446,56921.29,56921.29
45454,496219.07,496219.07
45484,492802.19,492802.19
45514,18340.48,18340.48
45538,170360.92,170360.92
45588,439462.77,439462.77
45606,344436.59,344436.59
45750,372641.61,372641.61
45753,186262.28,186262.28
45775,6225.38,6225.38
45779,481226.38,481226.38
45784,206980.39,206980.39
45808,256000.46,256000.46
45816,140633.0,140633.0
45857,122725.94,122725.94
45864,98848.54,98848.54
45876,269405.03,269405.03
45924,498378.91,498378.91
45956,327311.46,327311.46
45976,39671.82,39671.82
45978,229494.17,229494.17
46083,27858.62,27858.62
46106,262299.53,262299.53
46125,452945.87,452945.87
46127,444154.97,444154.97
46142,318069.93,318069.93
46174,466582.59,466582.59
46184,30308.96,30308.96
46195,337901.89,337901.89
46199,442003.06,442003.06
46203,26151.11,26151.11
46225,63972.97,63972.97
46265,156325.26,156325.26
46272,279573.34,279573.34
46285,407250.76,407250.76
46301,367951.05,367951.05
46302,274000.47,274000.47
46321,115697.63,115697.63
46334,454587.32,454587.32
46337,242073.29,242073.29
46345,82445.7,82445.7
46366,37589.97,37589.97
46370,429152.39,429152.39
46383,453792.56,453792.56
46385,136716.13,136716.13
46389,498479.94,498479.94
46394,335582.61,335582.61
46414,187445.48,187445.48
46433,45406.1,45406.1
46485,63862.53,63862.53
46521,225507.87,225507.87
46540,374882.93,374882.93
46543,430990.91,430990.91
46548,159618.74,159618.74
46554,92523.87,92523.87
46654,202864.42,202864.42
46664,154975.06,154975.06
46672,335886.19,335886.19
46674,158535.54,158535.54
46695,383852.58,383852.58
46696,323534.04,323534.04
46730,375943.99,375943.99
46750,268287.39,268287.39
46764,248570.19,248570.19
46794,103599.83,103599.83
46837,8059.89,8059.89
46900,300616.94,300616.94
46908,100059.3,100059.3
46928,488384.87,488384.87
46972,255869.51,255869.51
47009,342032.14,342032.14
47017,367417.51,367417.51
47018,470563.68,470563.68
47024,237620.39,237620.39
47036,116897.67,116897.67
47049,421562.3,421562.3
47065,107728.45,107728.45
47086,298680.58,298680.58
47090,3464.17,3464.17
47108,39847.32,39847.32
47113,39000.28,39000.28
47134,352184.65,352184.65
47172,406148.01,406148.01
47219,369544.62,369544.62
47236,248105.69,248105.69
47272,401880.9,401880.9
47280,236996.69,236996.69
47286,160295.6,160295.6
47336,391352.97,391352.97
47449,208452.07,208452.07
47505,248073.49,248073.49
47520,299234.2,299234.2
47524,454869.13,454869.13
47539,188787.13,94393.565
47594,125910.88,125910.88
47641,228373.26,228373.26
47663,254201.32,254201.32
47674,384162.15,384162.15
47693,288490.34,288490.34
47711,444473.68,444473.68
47732,378298.11,378298.11
47744,206620.32,206620.32
47746,292991.55,292991.55
47815,306829.46,306829.46
47830,420198.87,420198.87
47860,438610.9,438610.9
47877,151987.01,151987.01
47905,171384.82,171384.82
47912,274452.35,274452.35
47935,12804.38,12804.38
47990,441312.76,441312.76
47997,283397.3,283397.3
48000,115799.75,115799.75
48008,241173.33,241173.33
48036,62246.22,62246.22
48037,111785.85,111785.85
48105,433755.8,433755.8
48112,467261.59,467261.59
48114,14084.14,14084.14
48116,471441.56,471441.56
48129,80021.54,80021.54
48131,395262.5,395262.5
48155,398372.38,398372.38
48178,194070.93,194070.93
48180,116451.46,116451.46
48214,159080.73,159080.73
48228,105762.17,105762.17
48298,490481.3,490481.3
48305,473186.11,473186.11
48315,297253.41,297253.41
48338,21038.1,21038.1
48344,658538.1,329269.05
48394,116694.98,116694.98
48412,262788.75,262788.75
48456,406732.36,406732.36
48479,81470.27,81470.27
48495,160765.17,160765.17
48499,268142.06,268142.06
48547,372974.24,372974.24
48588,123683.24,123683.24
48599,333542.62,333542.62
48618,498416.53,498416.53
48625,427131.13,427131.13
48667,383143.14,383143.14
48671,285143.08,285143.08
48673,490498.94,490498.94
48695,432444.35,432444.35
48702,335186.87,335186.87
48703,25713.92,25713.92
48757,341581.42,341581.42
48759,417021.46,417021.46
48772,346416.64,346416.64
48780,261241.85,261241.85
48789,175973.93,175973.93
48803,58854.89,58854.89
48821,378647.73,378647.73
48833,316967.0,316967.0
48842,386192.46,386192.46
48853,133535.16,133535.16
48863,167214.88,167214.88
48874,148854.12,148854.12
48875,411885.09,411885.09
48910,228301.07,228301.07
48915,283006.17,283006.17
48920,289695.45,289695.45
48952,282389.54,282389.54
48967,202251.41,202251.41
49054,473605.55,473605.55
49079,239578.25,239578.25
49104,288504.94,288504.94
49128,162192.81,162192.81
49148,480225.7,480225.7
49166,331089.06,331089.06
49174,272536.35,272536.35
49205,73072.31,73072.31
49216,241884.43,241884.43
49225,15272.27,15272.27
49227,212197.46,212197.46
49242,147470.73,147470.73
49244,408723.63,408723.63
49266,119459.27,119459.27
49288,49375.27,49375.27
49309,169023.68,169023.68
49328,75797.21,75797.21
49332,414020.01,414020.01
49366,91920.35,91920.35
49392,71224.82,71224.82
49396,221156.57,221156.57
49399,466923.39,466923.39
49410,475787.79,475787.79
49471,454296.16,454296.16
49518,157372.0,157372.0
49534,111043.56,111043.56
49636,193896.75,193896.75
49659,400854.4,400854.4
49673,409841.79,409841.79
49675,222378.17,222378.17
49690,170374.79,170374.79
49699,190635.27,190635.27
49714,11860.83,11860.83
49733,24365.17,24365.17
49738,132059.66,132059.66
49774,18460.38,18460.38
49831,462615.6,462615.6
49845,458793.05,458793.05
49852,23700.93,23700.93
49870,327234.54,327234.54
49875,420256.81,420256.81
49908,287830.05,287830.05
49915,430420.66,430420.66
49916,438289.6,438289.6
49922,176421.9,176421.9
49956,237106.45,237106.45
49967,116774.45,116774.45
49980,235089.55,235089.55
49988,348086.06,348086.06
49990,223262.92,223262.92
49996,409722.42,409722.42
50031,247893.6,247893.6
50033,145857.33,145857.33
50038,402480.01,402480.01
50096,258884.9,258884.9
50131,282289.91,282289.91
50181,12295.57,12295.57
50197,17078.12,17078.12
50200,13578.4,13578.4
50230,103787.14,103787.14
50231,475393.85,475393.85
50250,202478.25,202478.25
50309,439856.42,439856.42
50330,334265.77,334265.77
50344,401110.84,401110.84
50380,128767.81,128767.81
50400,421752.32,421752.32
50438,118604.93,118604.93
50456,461156.08,461156.08
50463,485331.6,485331.6
50497,382765.19,382765.19
50500,494200.2,494200.2
50647,168714.33,168714.33
50693,45876.04,45876.04
50701,131009.92,131009.92
50720,196495.8,196495.8
50772,143002.94,143002.94
50796,459358.19,459358.19
50818,127715.58,127715.58
50858,267521.68,267521.68
50874,428613.99,428613.99
50887,219275.95,219275.95
50892,322947.99,322947.99
50965,180405.58,180405.58
51055,306332.57,306332.57
51056,437474.22,437474.22
51091,321905.52,321905.52
51110,137675.0,137675.0
51120,265332.51,265332.51
51142,474760.57,474760.57
51148,493995.42,493995.42
51155,474699.51,474699.51
51177,164340.23,164340.23
51200,430886.04,430886.04
51220,237367.71999999997,118683.85999999999
51223,351239.1,351239.1
51227,87588.99,87588.99
51282,85486.44,85486.44
51298,166055.24,166055.24
51302,32350.15,32350.15
51313,275020.7,275020.7
51314,346897.31,346897.31
51325,70073.68,70073.68
51337,110137.92,110137.92
51393,266382.18,266382.18
51398,471995.52,471995.52
51500,481674.28,481674.28
51515,426491.82,213245.91
51526,4548.77,4548.77
51533,393941.09,393941.09
51579,64215.36,64215.36
51636,353123.27,353123.27
51643,234307.35,234307.35
51695,493502.98,493502.98
51704,115626.28,115626.28
51712,16543.19,16543.19
51762,113258.47,113258.47
51768,406687.82,406687.82
51770,20000.71,20000.71
51795,88018.03,88018.03
51806,333666.04,333666.04
51822,341763.44,341763.44
51842,163729.68,163729.68
51867,12665.68,12665.68
51868,449346.8,449346.8
51897,49783.04,49783.04
51908,475631.14,475631.14
51919,213986.06,213986.06
51926,265903.36,265903.36
51949,197689.94,197689.94
51961,341856.48,341856.48
51965,2947.43,2947.43
52032,280518.28,280518.28
52043,456444.61,456444.61
52073,220072.4,220072.4
52105,7552.96,7552.96
52117,195946.38,195946.38
52165,140068.45,140068.45
52167,86538.75,86538.75
52212,491751.25,491751.25
52265,487939.88,487939.88
52300,20581.34,20581.34
52303,1686.55,1686.55
52323,127097.46,127097.46
52350,112416.54,112416.54
52410,271796.59,271796.59
52412,61962.82,61962.82
52413,46187.33,46187.33
52417,309443.8,309443.8
52478,88619.13,88619.13
52486,422746.98,422746.98
52495,209776.78,209776.78
52542,606037.15,303018.575
52574,451087.26,451087.26
52576,490545.21,490545.21
52593,484124.41,484124.41
52594,218494.07,218494.07
52618,202897.06,202897.06
52629,455720.05,455720.05
52634,405410.91,405410.91
52636,311008.64,311008.64
52654,15857.0,15857.0
52684,368854.7,368854.7
52701,137710.0,137710.0
52736,416964.65,416964.65
52781,489405.39,489405.39
52797,476617.13,476617.13
52799,274473.5,274473.5
52805,456944.68,456944.68
52806,330771.74,330771.74
52807,56443.3,56443.3
52817,88379.76,88379.76
52832,209525.04,209525.04
52843,258340.58,258340.58
52863,144741.54,144741.54
52872,198231.78,198231.78
52873,231614.86,231614.86
52882,459522.43,459522.43
52891,304710.54,304710.54
52893,365830.62,365830.62
52934,215769.84,215769.84
52939,412298.9,412298.9
52945,185106.26,185106.26
52979,265787.84,265787.84
52988,393882.85,393882.85
52995,23895.22,23895.22
52999,15825.87,15825.87
53081,99260.61,99260.61
53085,114031.61,114031.61
53101,310508.6,310508.6
53106,72176.44,72176.44
53131,326669.04,326669.04
53132,184794.99,184794.99
53176,86905.13,86905.13
53191,330417.61,330417.61
53254,315319.78,315319.78
53258,201002.05,201002.05
53259,352981.34,352981.34
53269,332599.28,332599.28
53276,417138.97,417138.97
53291,401367.21,401367.21
53310,459820.49,459820.49
53311,151148.81,151148.81
53314,156366.57,156366.57
53354,357779.65,357779.65
53381,70880.37,70880.37
53382,356759.11,356759.11
53389,29179.24,29179.24
53426,318216.41,318216.41
53444,280355.88,280355.88
53448,293550.81,293550.81
53453,314437.3,314437.3
53477,13207.55,13207.55
53490,114727.56,114727.56
53502,63148.58,63148.58
53514,285349.58,285349.58
53541,673044.41,336522.205
53559,144090.88,144090.88
53560,304457.59,304457.59
53611,326549.61,326549.61
53629,223782.59,223782.59
53678,421879.65,421879.65
53713,175051.22,175051.22
53714,208587.08,208587.08
53764,193223.09,193223.09
53809,136008.81,136008.81
53813,241858.96,241858.96
53814,459593.13,459593.13
53816,84113.41,84113.41
53820,249344.18,249344.18
53863,223661.59,223661.59
53864,440492.24,440492.24
53919,474534.01,474534.01
53961,96614.45,96614.45
53964,256406.74,256406.74
53999,432288.59,432288.59
54000,298052.91,298052.91
54015,123618.16,123618.16
54052,161764.6,161764.6
54063,255069.53,255069.53
54108,185874.52,185874.52
54113,274278.88,274278.88
54115,41646.61,41646.61
54135,233574.34,233574.34
54150,17570.05,17570.05
54180,260598.52,260598.52
54197,482881.0,482881.0
54212,323270.34,323270.34
54221,465650.81,465650.81
54233,479015.3,479015.3
54321,240881.07,240881.07
54344,214635.58,214635.58
54426,11991.81,11991.81
54496,298485.01,298485.01
54500,440732.32,440732.32
54517,231139.22,231139.22
54531,66092.99,66092.99
54555,231539.79,231539.79
54590,442071.48,442071.48
54594,319791.69,319791.69
54606,760936.71,380468.355
54615,480672.61,480672.61
54659,139448.91,139448.91
54662,361525.41,361525.41
54673,224136.93,224136.93
54676,328487.67,328487.67
54678,368026.98,368026.98
54755,342120.59,342120.59
54767,227180.12,227180.12
54778,55104.75,55104.75
54809,35707.7,35707.7
54836,209824.3,209824.3
54838,186816.34,186816.34
54865,99735.78,99735.78
54933,210556.14,210556.14
54978,271128.78,271128.78
55005,387843.2,387843.2
55007,123025.39,123025.39
55087,382985.15,382985.15
55114,366188.62,366188.62
55153,488945.57,488945.57
55185,400756.63,400756.63
55233,348215.32,348215.32
55268,242075.22,242075.22
55302,108972.23,108972.23
55305,264466.37,264466.37
55344,159794.3,159794.3
55351,372810.17,372810.17
55369,314411.7,314411.7
55399,328031.36,328031.36
55432,249373.43,249373.43
55445,10287.3,10287.3
55455,271219.72,271219.72
55457,360413.39,360413.39
55478,299325.3,299325.3
55494,494803.7,494803.7
55507,320303.88,320303.88
55510,316123.63,316123.63
55513,224645.12,224645.12
55539,61014.3,61014.3
55548,317980.94,317980.94
55577,704883.6100000001,352441.80500000005
55585,94774.73,94774.73
55628,147043.07,147043.07
55730,446339.5,446339.5
55737,333060.74,333060.74
55743,176491.62,176491.62
55779,20863.84,20863.84
55784,300910.41,300910.41
55802,54621.2,54621.2
55811,27382.91,27382.91
55841,253837.34,253837.34
55852,148087.45,148087.45
55857,77450.22,77450.22
55905,189455.46,189455.46
55935,149844.87,149844.87
55963,480914.05,480914.05
56007,93402.38,93402.38
56016,451898.08,451898.08
56020,142088.76,142088.76
56022,229753.81,229753.81
56026,430022.21,430022.21
56036,443254.68,443254.68
56063,207467.35,207467.35
56071,56937.02,56937.02
56073,377266.06,377266.06
56075,376325.51,376325.51
56092,335798.08,335798.08
56149,368391.43,368391.43
56156,362937.64,362937.64
56167,49970.41,49970.41
56193,176607.71,176607.71
56199,39391.39,39391.39
56220,666184.2,333092.1
56231,184040.87,184040.87
56268,88781.5,88781.5
56269,137332.9,137332.9
56278,167887.76,167887.76
56284,463310.05000000005,231655.02500000002
56289,307352.89,307352.89
56303,331185.73,331185.73
56330,335826.64,335826.64
56353,206355.04,206355.04
56355,349274.44,174637.22
56392,325249.5,162624.75
56402,194676.54,194676.54
56405,233576.11,233576.11
56419,677362.36,338681.18
56440,101997.94,101997.94
56461,460688.63,460688.63
56480,101046.65,101046.65
56505,474723.74,237361.87
56508,285021.23,285021.23
56511,209219.49,209219.49
56512,377616.24,377616.24
56534,61620.89,61620.89
56539,404668.11,404668.11
56547,111328.94,111328.94
56557,179327.43,179327.43
56585,322072.92,322072.92
56590,115545.45,115545.45
56620,25706.81,25706.81
56621,380029.46,380029.46
56622,354335.09,354335.09
56634,220109.47,220109.47
56637,10093.03,10093.03
56640,151337.99,151337.99
56656,271558.3,271558.3
56680,72006.69,72006.69
56694,43599.24,43599.24
56711,241287.63,241287.63
56719,201969.6,201969.6
56724,152902.34,152902.34
56725,372994.74,372994.74
56731,212449.19,212449.19
56738,224865.16,224865.16
56743,100578.77,100578.77
56746,234187.51,234187.51
56814,311040.95,311040.95
56830,328611.52,328611.52
56852,25264.81,25264.81
56870,367853.16,367853.16
56907,189794.62,189794.62
56914,38473.78,38473.78
56933,169785.8,169785.8
56935,204266.33,204266.33
57001,37485.87,37485.87
57055,151602.29,151602.29
57057,283429.04,283429.04
57069,33899.35,33899.35
57070,218174.94,218174.94
57108,426408.28,426408.28
57113,359256.43000000005,179628.21500000003
57123,240533.19,240533.19
57136,471028.04,471028.04
57183,294448.17,294448.17
57189,399744.25,399744.25
57237,290202.14,290202.14
57239,22662.94,22662.94
57289,402876.88,402876.88
57300,174706.78,174706.78
57355,120833.3,120833.3
57391,392413.93,196206.965
57398,348088.99,348088.99
57422,134825.6,134825.6
57454,390928.67,390928.67
57487,232782.74,232782.74
57502,398136.69,398136.69
57514,131041.62,131041.62
57561,216877.29,216877.29
57592,319497.96,319497.96
57616,41872.91,41872.91
57621,430623.96,430623.96
57637,320065.89,320065.89
57659,428578.5,214289.25
57661,81109.81,81109.81
57670,357621.53,357621.53
57692,841350.37,420675.185
57699,360376.23,360376.23
57705,212229.24,212229.24
57798,286710.87,286710.87
57840,457377.57,457377.57
57870,366884.75,366884.75
57878,17217.01,17217.01
57905,196141.86,196141.86
57909,249899.41,249899.41
57918,431448.79,431448.79
57923,15644.91,15644.91
57950,299636.65,299636.65
57973,167164.36,167164.36
58020,395258.71,395258.71
58021,90838.39,90838.39
58025,314615.98,314615.98
58098,19753.04,19753.04
58119,487819.02,487819.02
58121,250284.21,250284.21
58129,145831.71,145831.71
58137,183320.63,183320.63
58149,13923.3,13923.3
58200,219517.79,219517.79
58218,37279.0,37279.0
58232,106115.85,106115.85
58264,14071.64,14071.64
58272,433345.61,433345.61
58318,258792.68,258792.68
58325,88684.37,88684.37
58329,402842.9,402842.9
58338,206030.94,206030.94
58340,69557.25,69557.25
58356,395050.39,395050.39
58408,11723.71,11723.71
58417,184611.19,184611.19
58436,45628.58,45628.58
58444,121566.55,121566.55
58459,255881.88,255881.88
58468,349945.04,349945.04
58489,140964.0,140964.0
58520,261192.68,261192.68
58543,45907.64,45907.64
58544,348495.54,348495.54
58545,322187.27,322187.27
58546,231927.0,231927.0
58547,218013.33,218013.33
58569,496179.35,496179.35
58575,189114.74,189114.74
58598,235044.39,235044.39
58622,191052.9,191052.9
58648,166696.52,166696.52
58677,82789.92,82789.92
58692,320787.08,320787.08
58694,166122.08,166122.08
58704,476267.68,476267.68
58755,345926.63,345926.63
58762,98773.76,98773.76
58766,305924.71,305924.71
58792,34764.37,34764.37
58809,272353.11,272353.11
58832,231473.2,231473.2
58838,14677.44,14677.44
58842,100781.98,100781.98
58892,469142.81,469142.81
58915,440409.42,440409.42
58942,151256.14,151256.14
58972,373650.65,373650.65
58989,439372.28,439372.28
59033,361428.27,361428.27
59090,12430.93,12430.93
59099,442535.85,442535.85
59139,56229.51,56229.51
59177,176167.81,176167.81
59233,327464.86,327464.86
59237,56023.58,56023.58
59273,349210.65,349210.65
59284,369140.32,369140.32
59294,78992.82,78992.82
59314,382628.47,382628.47
59315,10832.78,10832.78
59322,61971.99,61971.99
59328,106574.75,106574.75
59331,369231.6,369231.6
59337,262018.52,262018.52
59345,36110.74,36110.74
59366,62370.34,62370.34
59367,229384.09,229384.09
59378,313024.22,313024.22
59397,336191.56,168095.78
59435,303794.2,303794.2
59451,35768.33,35768.33
59453,49506.43,49506.43
59482,485450.27,485450.27
59512,10874.97,10874.97
59533,380106.93,380106.93
59538,419006.02,419006.02
59584,294954.42,294954.42
59606,487459.71,487459.71
59620,353848.42,353848.42
59621,351196.86,351196.86
59720,35945.55,35945.55
59729,124104.28,124104.28
59731,172348.2,172348.2
59767,461958.93,461958.93
59773,359826.89,359826.89
59796,26115.52,26115.52
59846,373792.34,373792.34
59862,404749.03,404749.03
59868,340854.93,340854.93
59895,188914.55,188914.55
59897,478508.85,478508.85
59934,434809.29,434809.29
59935,26713.85,26713.85
59936,429330.35,429330.35
59947,220231.43,220231.43
59953,223785.3,223785.3
59958,329651.18,329651.18
59986,408609.03,408609.03
59987,104979.66,104979.66
60049,439868.77,439868.77
60054,67865.1,67865.1
60107,292399.17,292399.17
60110,174320.14,174320.14
60111,465556.8,465556.8
60138,246677.02,246677.02
60172,120805.11,120805.11
60181,10580.84,10580.84
60183,214527.82,214527.82
60215,393499.04,393499.04
60240,274393.03,274393.03
60241,444626.1,444626.1
60248,274189.55,274189.55
60252,189427.75,189427.75
60262,130683.61,130683.61
60337,326061.13,326061.13
60352,2706.17,2706.17
60364,159525.46,159525.46
60383,63847.68,63847.68
60394,421766.73,421766.73
60494,311230.85,311230.85
60543,403823.93,403823.93
60569,49975.38,49975.38
60595,19648.13,19648.13
60602,112308.67,112308.67
60671,265368.94,265368.94
60687,306432.94,306432.94
60696,136941.9,136941.9
60697,220198.18,220198.18
60712,51868.73,51868.73
60726,267722.19,267722.19
60804,199834.71,199834.71
60829,427262.13,427262.13
60899,266409.45,266409.45
60904,291630.87,145815.435
60907,429658.76,429658.76
60912,138346.13,138346.13
60924,154390.62,154390.62
60936,296281.73,296281.73
60940,200193.26,200193.26
60961,392591.65,392591.65
60963,165946.22,165946.22
60964,257076.88,257076.88
60979,71197.09,71197.09
60980,241023.54,241023.54
61008,173678.66,173678.66
61024,75656.99,75656.99
61048,462047.01,462047.01
61049,33625.56,33625.56
61061,51829.7,51829.7
61068,423635.25,423635.25
61070,491958.72,491958.72
61116,474226.24,474226.24
61134,447515.83,447515.83
61135,16456.32,16456.32
61136,270560.42,270560.42
61193,486119.17,486119.17
61217,107487.41,107487.41
61251,2418.08,2418.08
61253,244814.43,244814.43
61256,263638.2,263638.2
61261,247304.98,247304.98
61269,84959.84,84959.84
61288,463206.67,463206.67
61289,82041.62,82041.62
61304,100178.19,100178.19
61305,139862.05,139862.05
61345,45780.62,45780.62
61372,330482.41,330482.41
61383,362400.88,362400.88
61385,344448.87,344448.87
61397,451825.47,451825.47
61401,399775.28,399775.28
61460,144502.13,144502.13
61481,149696.42,149696.42
61492,382773.17,382773.17
61498,384448.61,384448.61
61499,209997.29,209997.29
61512,405631.41,405631.41
61529,364979.06,364979.06
61542,498905.3,498905.3
61559,404483.9,404483.9
61571,221927.53,221927.53
61592,325020.09,325020.09
61608,455168.81,455168.81
61697,419749.75,419749.75
61712,339094.76,339094.76
61716,247797.26,247797.26
61771,430729.76,430729.76
61781,42290.89,42290.89
61792,428223.9,428223.9
61803,133142.72,133142.72
61827,263925.47,263925.47
61851,147156.14,147156.14
61853,252586.54,252586.54
61855,494337.73,494337.73
61919,166898.81,166898.81
61930,32018.03,32018.03
61948,177102.14,177102.14
61955,484928.68,484928.68
61987,50940.44,50940.44
62018,191948.23,191948.23
62040,691502.8600000001,345751.43000000005
62079,36352.23,36352.23
62083,129631.89,129631.89
62106,265246.67,265246.67
62118,277803.86,277803.86
62125,26726.1,26726.1
62132,284307.74,284307.74
62136,136212.89,136212.89
62144,406975.9,406975.9
62149,463721.2,463721.2
62153,424083.28,424083.28
62155,228280.17,228280.17
62170,136961.09,136961.09
62208,51087.45,51087.45
62263,427234.08,427234.08
62282,89156.45,89156.45
62304,50758.94,50758.94
62305,219986.36,219986.36
62336,363619.85,363619.85
62341,19461.99,19461.99
62367,393139.2,393139.2
62372,171757.49,171757.49
62374,304429.92,304429.92
62383,77984.99,77984.99
62430,373331.77,373331.77
62476,255480.96,255480.96
62483,43302.94,43302.94
62515,147694.96,147694.96
62522,473881.13,473881.13
62525,389438.25,389438.25
62530,207768.22,207768.22
62531,154691.55,154691.55
62534,447269.77,447269.77
62557,149447.24,149447.24
62559,366361.08,366361.08
62576,669434.53,334717.265
62583,354599.62,354599.62
62598,160389.64,160389.64
62601,10824.9,10824.9
62634,129082.35,129082.35
62637,350121.11,350121.11
62653,342609.69,342609.69
62673,47858.37,47858.37
62685,70999.73,70999.73
62728,304755.29,304755.29
62737,424296.52,424296.52
62813,470150.52,470150.52
62827,144677.93,144677.93
62831,387417.73,387417.73
62838,89049.19,89049.19
62867,374135.93,374135.93
62898,352259.68,352259.68
62904,429441.16,429441.16
62911,50132.33,50132.33
62923,256078.35,256078.35
62947,39118.01,39118.01
62948,306585.53,306585.53
62952,72452.48,72452.48
62955,338028.19999999995,169014.09999999998
62957,339595.49,339595.49
62976,162768.19,162768.19
62977,377991.57,377991.57
62998,177790.94,177790.94
63009,112359.13,112359.13
63010,285545.71,285545.71
63037,147462.58,147462.58
63077,200074.5,200074.5
63089,286362.62,286362.62
63115,340973.1,340973.1
63136,97298.76,97298.76
63140,176410.61,176410.61
63175,374398.88,374398.88
63195,138410.21,138410.21
63211,91426.89,91426.89
63281,428235.89,428235.89
63288,309734.41,309734.41
63320,23458.9,23458.9
63356,238063.77,238063.77
63363,38503.17,38503.17
63400,164465.28,164465.28
63403,835140.56,417570.28
63416,289120.89,289120.89
63439,198989.2,198989.2
63460,297692.22,297692.22
63466,427010.64,427010.64
63476,449956.66,449956.66
63497,178833.88,178833.88
63513,199218.04,199218.04
63521,465335.16,465335.16
63548,36042.81,36042.81
63603,197434.43,197434.43
63624,382420.92,382420.92
63639,111731.29,111731.29
63652,335884.48,335884.48
63678,94836.29,94836.29
63688,197656.29,197656.29
63699,437030.72,437030.72
63712,181947.89,181947.89
63715,254444.7,254444.7
63716,252324.55,252324.55
63762,479023.99,479023.99
63782,317379.81,317379.81
63788,277030.54,277030.54
63829,430999.68,430999.68
63853,217122.57,217122.57
63866,363402.19,363402.19
63888,82568.66,82568.66
63920,410467.4,410467.4
63928,492871.38,492871.38
63948,321714.39,321714.39
63971,303633.74,303633.74
63996,91105.13,91105.13
64015,417496.94,417496.94
64043,105406.89,105406.89
64109,283642.41,283642.41
64110,346595.85,346595.85
64135,484806.53,484806.53
64137,94991.37,94991.37
64154,494203.39,494203.39
64158,495533.69,495533.69
64165,416065.81,416065.81
64169,100638.65,100638.65
64220,194631.23,194631.23
64236,424448.68,424448.68
64306,185004.73,185004.73
64314,52463.65,52463.65
64329,481558.97,481558.97
64355,142267.64,142267.64
64410,90281.98,90281.98
64414,418048.7,418048.7
64418,361096.22,361096.22
64445,293805.07,293805.07
64452,482831.64,482831.64
64460,326874.62,326874.62
64464,276942.49,276942.49
64479,117864.18,117864.18
64498,325643.83,325643.83
64499,231391.31,231391.31
64534,281646.22,281646.22
64537,177172.28,177172.28
64538,125785.65,125785.65
64594,370435.22,370435.22
64612,81946.15,81946.15
64619,186159.52,186159.52
64623,78563.69,78563.69
64661,176841.03,176841.03
64670,318468.93,318468.93
64679,50922.18,50922.18
64712,156726.52,156726.52
64724,331448.76,331448.76
64758,13867.86,13867.86
64774,362697.21,362697.21
64781,223302.23,223302.23
64802,288079.46,288079.46
64805,132155.39,132155.39
64812,289582.81,289582.81
64818,452486.12,452486.12
64819,158258.7,158258.7
64881,407870.16,407870.16
64893,408215.19,408215.19
64895,44484.55,44484.55
64899,57149.8,57149.8
64900,396887.3,198443.65
64931,34134.73,34134.73
64942,430686.31,430686.31
64949,286553.97,286553.97
64951,461024.78,461024.78
64966,115087.17,115087.17
64995,246186.74,246186.74
65088,277658.66,277658.66
65112,238422.83,238422.83
65118,314111.75,314111.75
65124,222195.7,222195.7
65128,84242.75,84242.75
65174,463373.66,463373.66
65202,487030.36,487030.36
65212,12417.32,12417.32
65228,13880.25,13880.25
65232,595661.65,297830.825
65258,420188.53,420188.53
65288,163304.75,163304.75
65347,247705.72,247705.72
65350,330948.55,330948.55
65385,357801.82,357801.82
65391,180270.86,180270.86
65446,37626.68,37626.68
65477,449326.02,449326.02
65483,412614.89,412614.89
65501,441771.43,441771.43
65503,64922.6,64922.6
65562,225554.4,225554.4
65595,359908.62,359908.62
65672,349251.59,349251.59
65682,464906.15,464906.15
65714,86793.93,86793.93
65718,222475.56,222475.56
